raceId,year,round,circuitId,name,date,time,url,driverId,grid,position,datetime,ls_driver_points,ls_constructor_points,last_circuit_position,last_position,last_position2,last_position3,last_position4,last_position5
191,1998.0,1.0,1.0,Australian Grand Prix,1998-03-08,\N,http://en.wikipedia.org/wiki/1998_Australian_Grand_Prix,71.0,10.0,3,1998-03-08,7.0,9.0,1.0,11.0,8.0,13.0,2.0,8.0
192,1998.0,2.0,18.0,Brazilian Grand Prix,1998-03-29,\N,http://en.wikipedia.org/wiki/1998_Brazilian_Grand_Prix,57.0,1.0,1,1998-03-29,27.0,63.0,4.0,1.0,1.0,4.0,9.0,7.0
192,1998.0,2.0,18.0,Brazilian Grand Prix,1998-03-29,\N,http://en.wikipedia.org/wiki/1998_Brazilian_Grand_Prix,65.0,14.0,4,1998-03-29,15.0,16.0,7.0,8.0,6.0,7.0,4.0,3.0
192,1998.0,2.0,18.0,Brazilian Grand Prix,1998-03-29,\N,http://en.wikipedia.org/wiki/1998_Brazilian_Grand_Prix,56.0,6.0,3,1998-03-29,24.0,102.0,16.0,4.0,5.0,3.0,10.0,3.0
192,1998.0,2.0,18.0,Brazilian Grand Prix,1998-03-29,\N,http://en.wikipedia.org/wiki/1998_Brazilian_Grand_Prix,35.0,10.0,3,1998-03-29,81.0,123.0,1.0,5.0,1.0,5.0,5.0,1.0
192,1998.0,2.0,18.0,Brazilian Grand Prix,1998-03-29,\N,http://en.wikipedia.org/wiki/1998_Brazilian_Grand_Prix,49.0,3.0,3,1998-03-29,42.0,123.0,9.0,3.0,6.0,2.0,3.0,3.0
192,1998.0,2.0,18.0,Brazilian Grand Prix,1998-03-29,\N,http://en.wikipedia.org/wiki/1998_Brazilian_Grand_Prix,30.0,4.0,2,1998-03-29,78.0,102.0,5.0,1.0,6.0,1.0,4.0,2.0
192,1998.0,2.0,18.0,Brazilian Grand Prix,1998-03-29,\N,http://en.wikipedia.org/wiki/1998_Brazilian_Grand_Prix,14.0,2.0,2,1998-03-29,36.0,63.0,10.0,2.0,10.0,1.0,4.0,7.0
192,1998.0,2.0,18.0,Brazilian Grand Prix,1998-03-29,\N,http://en.wikipedia.org/wiki/1998_Brazilian_Grand_Prix,55.0,15.0,3,1998-03-29,36.0,67.0,6.0,13.0,5.0,2.0,2.0,8.0
193,1998.0,3.0,25.0,Argentine Grand Prix,1998-04-12,\N,http://en.wikipedia.org/wiki/1998_Argentine_Grand_Prix,44.0,15.0,4,1998-04-12,16.0,21.0,8.0,9.0,7.0,11.0,2.0,4.0
193,1998.0,3.0,25.0,Argentine Grand Prix,1998-04-12,\N,http://en.wikipedia.org/wiki/1998_Argentine_Grand_Prix,49.0,6.0,3,1998-04-12,42.0,123.0,5.0,5.0,3.0,6.0,2.0,3.0
193,1998.0,3.0,25.0,Argentine Grand Prix,1998-04-12,\N,http://en.wikipedia.org/wiki/1998_Argentine_Grand_Prix,71.0,9.0,3,1998-04-12,7.0,9.0,1.0,8.0,11.0,8.0,13.0,2.0
193,1998.0,3.0,25.0,Argentine Grand Prix,1998-04-12,\N,http://en.wikipedia.org/wiki/1998_Argentine_Grand_Prix,14.0,1.0,3,1998-04-12,36.0,63.0,7.0,2.0,2.0,10.0,1.0,4.0
193,1998.0,3.0,25.0,Argentine Grand Prix,1998-04-12,\N,http://en.wikipedia.org/wiki/1998_Argentine_Grand_Prix,55.0,11.0,3,1998-04-12,36.0,67.0,7.0,9.0,13.0,5.0,2.0,2.0
193,1998.0,3.0,25.0,Argentine Grand Prix,1998-04-12,\N,http://en.wikipedia.org/wiki/1998_Argentine_Grand_Prix,56.0,4.0,2,1998-04-12,24.0,102.0,2.0,8.0,4.0,5.0,3.0,10.0
193,1998.0,3.0,25.0,Argentine Grand Prix,1998-04-12,\N,http://en.wikipedia.org/wiki/1998_Argentine_Grand_Prix,57.0,3.0,2,1998-04-12,27.0,63.0,5.0,1.0,1.0,1.0,4.0,9.0
193,1998.0,3.0,25.0,Argentine Grand Prix,1998-04-12,\N,http://en.wikipedia.org/wiki/1998_Argentine_Grand_Prix,30.0,2.0,1,1998-04-12,78.0,102.0,3.0,3.0,1.0,6.0,1.0,4.0
193,1998.0,3.0,25.0,Argentine Grand Prix,1998-04-12,\N,http://en.wikipedia.org/wiki/1998_Argentine_Grand_Prix,22.0,14.0,3,1998-04-12,6.0,6.0,4.0,13.0,2.0,9.0,5.0,6.0
194,1998.0,4.0,21.0,San Marino Grand Prix,1998-04-26,\N,http://en.wikipedia.org/wiki/1998_San_Marino_Grand_Prix,44.0,13.0,4,1998-04-26,16.0,21.0,8.0,15.0,9.0,7.0,11.0,2.0
194,1998.0,4.0,21.0,San Marino Grand Prix,1998-04-26,\N,http://en.wikipedia.org/wiki/1998_San_Marino_Grand_Prix,63.0,14.0,3,1998-04-26,2.0,2.0,9.0,10.0,11.0,5.0,13.0,11.0
194,1998.0,4.0,21.0,San Marino Grand Prix,1998-04-26,\N,http://en.wikipedia.org/wiki/1998_San_Marino_Grand_Prix,55.0,12.0,3,1998-04-26,36.0,67.0,5.0,5.0,9.0,13.0,5.0,2.0
194,1998.0,4.0,21.0,San Marino Grand Prix,1998-04-26,\N,http://en.wikipedia.org/wiki/1998_San_Marino_Grand_Prix,49.0,8.0,3,1998-04-26,42.0,123.0,1.0,9.0,5.0,3.0,6.0,2.0
194,1998.0,4.0,21.0,San Marino Grand Prix,1998-04-26,\N,http://en.wikipedia.org/wiki/1998_San_Marino_Grand_Prix,35.0,6.0,3,1998-04-26,81.0,123.0,11.0,7.0,5.0,1.0,5.0,5.0
194,1998.0,4.0,21.0,San Marino Grand Prix,1998-04-26,\N,http://en.wikipedia.org/wiki/1998_San_Marino_Grand_Prix,56.0,4.0,2,1998-04-26,24.0,102.0,3.0,3.0,8.0,4.0,5.0,3.0
194,1998.0,4.0,21.0,San Marino Grand Prix,1998-04-26,\N,http://en.wikipedia.org/wiki/1998_San_Marino_Grand_Prix,71.0,7.0,3,1998-04-26,7.0,9.0,1.0,8.0,8.0,11.0,8.0,13.0
194,1998.0,4.0,21.0,San Marino Grand Prix,1998-04-26,\N,http://en.wikipedia.org/wiki/1998_San_Marino_Grand_Prix,30.0,3.0,2,1998-04-26,78.0,102.0,2.0,1.0,3.0,1.0,6.0,1.0
194,1998.0,4.0,21.0,San Marino Grand Prix,1998-04-26,\N,http://en.wikipedia.org/wiki/1998_San_Marino_Grand_Prix,14.0,1.0,1,1998-04-26,36.0,63.0,4.0,6.0,2.0,2.0,10.0,1.0
195,1998.0,5.0,4.0,Spanish Grand Prix,1998-05-10,\N,http://en.wikipedia.org/wiki/1998_Spanish_Grand_Prix,55.0,14.0,3,1998-05-10,36.0,67.0,3.0,6.0,5.0,9.0,13.0,5.0
195,1998.0,5.0,4.0,Spanish Grand Prix,1998-05-10,\N,http://en.wikipedia.org/wiki/1998_Spanish_Grand_Prix,44.0,12.0,4,1998-05-10,16.0,21.0,2.0,11.0,15.0,9.0,7.0,11.0
195,1998.0,5.0,4.0,Spanish Grand Prix,1998-05-10,\N,http://en.wikipedia.org/wiki/1998_Spanish_Grand_Prix,49.0,13.0,3,1998-05-10,42.0,123.0,8.0,5.0,9.0,5.0,3.0,6.0
195,1998.0,5.0,4.0,Spanish Grand Prix,1998-05-10,\N,http://en.wikipedia.org/wiki/1998_Spanish_Grand_Prix,35.0,10.0,3,1998-05-10,81.0,123.0,1.0,4.0,7.0,5.0,1.0,5.0
195,1998.0,5.0,4.0,Spanish Grand Prix,1998-05-10,\N,http://en.wikipedia.org/wiki/1998_Spanish_Grand_Prix,22.0,9.0,3,1998-05-10,6.0,6.0,7.0,10.0,13.0,2.0,9.0,5.0
195,1998.0,5.0,4.0,Spanish Grand Prix,1998-05-10,\N,http://en.wikipedia.org/wiki/1998_Spanish_Grand_Prix,30.0,3.0,2,1998-05-10,78.0,102.0,4.0,2.0,1.0,3.0,1.0,6.0
195,1998.0,5.0,4.0,Spanish Grand Prix,1998-05-10,\N,http://en.wikipedia.org/wiki/1998_Spanish_Grand_Prix,14.0,2.0,2,1998-05-10,36.0,63.0,6.0,1.0,6.0,2.0,2.0,10.0
195,1998.0,5.0,4.0,Spanish Grand Prix,1998-05-10,\N,http://en.wikipedia.org/wiki/1998_Spanish_Grand_Prix,57.0,1.0,1,1998-05-10,27.0,63.0,7.0,2.0,1.0,1.0,1.0,4.0
195,1998.0,5.0,4.0,Spanish Grand Prix,1998-05-10,\N,http://en.wikipedia.org/wiki/1998_Spanish_Grand_Prix,65.0,7.0,3,1998-05-10,15.0,16.0,5.0,11.0,8.0,6.0,7.0,4.0
196,1998.0,6.0,6.0,Monaco Grand Prix,1998-05-24,\N,http://en.wikipedia.org/wiki/1998_Monaco_Grand_Prix,65.0,9.0,3,1998-05-24,15.0,16.0,3.0,7.0,11.0,8.0,6.0,7.0
196,1998.0,6.0,6.0,Monaco Grand Prix,1998-05-24,\N,http://en.wikipedia.org/wiki/1998_Monaco_Grand_Prix,71.0,15.0,3,1998-05-24,7.0,9.0,2.0,10.0,8.0,8.0,11.0,8.0
196,1998.0,6.0,6.0,Monaco Grand Prix,1998-05-24,\N,http://en.wikipedia.org/wiki/1998_Monaco_Grand_Prix,30.0,4.0,3,1998-05-24,78.0,102.0,1.0,3.0,2.0,1.0,3.0,1.0
196,1998.0,6.0,6.0,Monaco Grand Prix,1998-05-24,\N,http://en.wikipedia.org/wiki/1998_Monaco_Grand_Prix,55.0,11.0,4,1998-05-24,36.0,67.0,5.0,10.0,6.0,5.0,9.0,13.0
196,1998.0,6.0,6.0,Monaco Grand Prix,1998-05-24,\N,http://en.wikipedia.org/wiki/1998_Monaco_Grand_Prix,64.0,12.0,3,1998-05-24,2.0,9.0,10.0,5.0,7.0,10.0,6.0,10.0
196,1998.0,6.0,6.0,Monaco Grand Prix,1998-05-24,\N,http://en.wikipedia.org/wiki/1998_Monaco_Grand_Prix,63.0,8.0,3,1998-05-24,2.0,2.0,5.0,9.0,10.0,11.0,5.0,13.0
196,1998.0,6.0,6.0,Monaco Grand Prix,1998-05-24,\N,http://en.wikipedia.org/wiki/1998_Monaco_Grand_Prix,57.0,1.0,1,1998-05-24,27.0,63.0,6.0,1.0,2.0,1.0,1.0,1.0
196,1998.0,6.0,6.0,Monaco Grand Prix,1998-05-24,\N,http://en.wikipedia.org/wiki/1998_Monaco_Grand_Prix,56.0,7.0,2,1998-05-24,24.0,102.0,3.0,3.0,3.0,8.0,4.0,5.0
197,1998.0,7.0,7.0,Canadian Grand Prix,1998-06-07,\N,http://en.wikipedia.org/wiki/1998_Canadian_Grand_Prix,35.0,6.0,3,1998-06-07,81.0,123.0,2.0,6.0,4.0,7.0,5.0,1.0
197,1998.0,7.0,7.0,Canadian Grand Prix,1998-06-07,\N,http://en.wikipedia.org/wiki/1998_Canadian_Grand_Prix,64.0,19.0,3,1998-06-07,2.0,9.0,8.0,6.0,5.0,7.0,10.0,6.0
197,1998.0,7.0,7.0,Canadian Grand Prix,1998-06-07,\N,http://en.wikipedia.org/wiki/1998_Canadian_Grand_Prix,22.0,13.0,3,1998-06-07,6.0,6.0,2.0,5.0,10.0,13.0,2.0,9.0
197,1998.0,7.0,7.0,Canadian Grand Prix,1998-06-07,\N,http://en.wikipedia.org/wiki/1998_Canadian_Grand_Prix,56.0,8.0,2,1998-06-07,24.0,102.0,3.0,3.0,3.0,3.0,8.0,4.0
197,1998.0,7.0,7.0,Canadian Grand Prix,1998-06-07,\N,http://en.wikipedia.org/wiki/1998_Canadian_Grand_Prix,30.0,3.0,1,1998-06-07,78.0,102.0,1.0,10.0,3.0,2.0,1.0,3.0
198,1998.0,8.0,8.0,French Grand Prix,1998-06-28,\N,http://en.wikipedia.org/wiki/1998_French_Grand_Prix,44.0,16.0,4,1998-06-28,16.0,21.0,7.0,16.0,11.0,15.0,9.0,7.0
198,1998.0,8.0,8.0,French Grand Prix,1998-06-28,\N,http://en.wikipedia.org/wiki/1998_French_Grand_Prix,63.0,19.0,4,1998-06-28,2.0,2.0,10.0,4.0,9.0,10.0,11.0,5.0
198,1998.0,8.0,8.0,French Grand Prix,1998-06-28,\N,http://en.wikipedia.org/wiki/1998_French_Grand_Prix,49.0,8.0,4,1998-06-28,42.0,123.0,2.0,8.0,5.0,9.0,5.0,3.0
198,1998.0,8.0,8.0,French Grand Prix,1998-06-28,\N,http://en.wikipedia.org/wiki/1998_French_Grand_Prix,22.0,14.0,3,1998-06-28,6.0,6.0,9.0,5.0,5.0,10.0,13.0,2.0
198,1998.0,8.0,8.0,French Grand Prix,1998-06-28,\N,http://en.wikipedia.org/wiki/1998_French_Grand_Prix,21.0,9.0,3,1998-06-28,20.0,33.0,9.0,2.0,2.0,6.0,7.0,3.0
198,1998.0,8.0,8.0,French Grand Prix,1998-06-28,\N,http://en.wikipedia.org/wiki/1998_French_Grand_Prix,65.0,13.0,3,1998-06-28,15.0,16.0,8.0,7.0,7.0,11.0,8.0,6.0
198,1998.0,8.0,8.0,French Grand Prix,1998-06-28,\N,http://en.wikipedia.org/wiki/1998_French_Grand_Prix,55.0,11.0,3,1998-06-28,36.0,67.0,5.0,12.0,10.0,6.0,5.0,9.0
198,1998.0,8.0,8.0,French Grand Prix,1998-06-28,\N,http://en.wikipedia.org/wiki/1998_French_Grand_Prix,14.0,3.0,3,1998-06-28,36.0,63.0,7.0,2.0,1.0,6.0,2.0,2.0
198,1998.0,8.0,8.0,French Grand Prix,1998-06-28,\N,http://en.wikipedia.org/wiki/1998_French_Grand_Prix,35.0,5.0,3,1998-06-28,81.0,123.0,4.0,10.0,6.0,4.0,7.0,5.0
198,1998.0,8.0,8.0,French Grand Prix,1998-06-28,\N,http://en.wikipedia.org/wiki/1998_French_Grand_Prix,57.0,1.0,2,1998-06-28,27.0,63.0,5.0,1.0,1.0,2.0,1.0,1.0
198,1998.0,8.0,8.0,French Grand Prix,1998-06-28,\N,http://en.wikipedia.org/wiki/1998_French_Grand_Prix,56.0,4.0,2,1998-06-28,24.0,102.0,3.0,3.0,3.0,3.0,3.0,8.0
198,1998.0,8.0,8.0,French Grand Prix,1998-06-28,\N,http://en.wikipedia.org/wiki/1998_French_Grand_Prix,30.0,2.0,1,1998-06-28,78.0,102.0,1.0,1.0,10.0,3.0,2.0,1.0
199,1998.0,9.0,9.0,British Grand Prix,1998-07-12,\N,http://en.wikipedia.org/wiki/1998_British_Grand_Prix,21.0,10.0,3,1998-07-12,20.0,33.0,7.0,9.0,2.0,2.0,6.0,7.0
199,1998.0,9.0,9.0,British Grand Prix,1998-07-12,\N,http://en.wikipedia.org/wiki/1998_British_Grand_Prix,57.0,1.0,2,1998-07-12,27.0,63.0,3.0,3.0,1.0,1.0,2.0,1.0
199,1998.0,9.0,9.0,British Grand Prix,1998-07-12,\N,http://en.wikipedia.org/wiki/1998_British_Grand_Prix,30.0,2.0,1,1998-07-12,78.0,102.0,2.0,1.0,1.0,10.0,3.0,2.0
199,1998.0,9.0,9.0,British Grand Prix,1998-07-12,\N,http://en.wikipedia.org/wiki/1998_British_Grand_Prix,35.0,3.0,3,1998-07-12,81.0,123.0,1.0,4.0,10.0,6.0,4.0,7.0
200,1998.0,10.0,23.0,Austrian Grand Prix,1998-07-26,\N,http://en.wikipedia.org/wiki/1998_Austrian_Grand_Prix,65.0,18.0,3,1998-07-26,15.0,16.0,8.0,8.0,7.0,7.0,11.0,8.0
200,1998.0,10.0,23.0,Austrian Grand Prix,1998-07-26,\N,http://en.wikipedia.org/wiki/1998_Austrian_Grand_Prix,35.0,11.0,3,1998-07-26,81.0,123.0,1.0,7.0,4.0,10.0,6.0,4.0
200,1998.0,10.0,23.0,Austrian Grand Prix,1998-07-26,\N,http://en.wikipedia.org/wiki/1998_Austrian_Grand_Prix,30.0,4.0,2,1998-07-26,78.0,102.0,6.0,1.0,1.0,1.0,10.0,3.0
200,1998.0,10.0,23.0,Austrian Grand Prix,1998-07-26,\N,http://en.wikipedia.org/wiki/1998_Austrian_Grand_Prix,14.0,14.0,2,1998-07-26,36.0,63.0,2.0,6.0,2.0,1.0,6.0,2.0
200,1998.0,10.0,23.0,Austrian Grand Prix,1998-07-26,\N,http://en.wikipedia.org/wiki/1998_Austrian_Grand_Prix,71.0,15.0,3,1998-07-26,7.0,9.0,7.0,8.0,10.0,8.0,8.0,11.0
201,1998.0,11.0,10.0,German Grand Prix,1998-08-02,\N,http://en.wikipedia.org/wiki/1998_German_Grand_Prix,44.0,16.0,4,1998-08-02,16.0,21.0,7.0,11.0,16.0,11.0,15.0,9.0
201,1998.0,11.0,10.0,German Grand Prix,1998-08-02,\N,http://en.wikipedia.org/wiki/1998_German_Grand_Prix,63.0,17.0,4,1998-08-02,2.0,2.0,9.0,13.0,4.0,9.0,10.0,11.0
201,1998.0,11.0,10.0,German Grand Prix,1998-08-02,\N,http://en.wikipedia.org/wiki/1998_German_Grand_Prix,30.0,9.0,3,1998-08-02,78.0,102.0,2.0,3.0,1.0,1.0,1.0,10.0
201,1998.0,11.0,10.0,German Grand Prix,1998-08-02,\N,http://en.wikipedia.org/wiki/1998_German_Grand_Prix,71.0,5.0,3,1998-08-02,7.0,9.0,8.0,7.0,8.0,10.0,8.0,8.0
201,1998.0,11.0,10.0,German Grand Prix,1998-08-02,\N,http://en.wikipedia.org/wiki/1998_German_Grand_Prix,21.0,8.0,3,1998-08-02,20.0,33.0,11.0,5.0,9.0,2.0,2.0,6.0
201,1998.0,11.0,10.0,German Grand Prix,1998-08-02,\N,http://en.wikipedia.org/wiki/1998_German_Grand_Prix,56.0,6.0,3,1998-08-02,24.0,102.0,9.0,2.0,3.0,3.0,3.0,3.0
201,1998.0,11.0,10.0,German Grand Prix,1998-08-02,\N,http://en.wikipedia.org/wiki/1998_German_Grand_Prix,49.0,10.0,3,1998-08-02,42.0,123.0,8.0,15.0,8.0,5.0,9.0,5.0
201,1998.0,11.0,10.0,German Grand Prix,1998-08-02,\N,http://en.wikipedia.org/wiki/1998_German_Grand_Prix,55.0,11.0,3,1998-08-02,36.0,67.0,6.0,7.0,12.0,10.0,6.0,5.0
201,1998.0,11.0,10.0,German Grand Prix,1998-08-02,\N,http://en.wikipedia.org/wiki/1998_German_Grand_Prix,57.0,1.0,1,1998-08-02,27.0,63.0,3.0,2.0,3.0,1.0,1.0,2.0
201,1998.0,11.0,10.0,German Grand Prix,1998-08-02,\N,http://en.wikipedia.org/wiki/1998_German_Grand_Prix,14.0,2.0,2,1998-08-02,36.0,63.0,5.0,2.0,6.0,2.0,1.0,6.0
201,1998.0,11.0,10.0,German Grand Prix,1998-08-02,\N,http://en.wikipedia.org/wiki/1998_German_Grand_Prix,35.0,3.0,2,1998-08-02,81.0,123.0,3.0,6.0,7.0,4.0,10.0,6.0
202,1998.0,12.0,11.0,Hungarian Grand Prix,1998-08-16,\N,http://en.wikipedia.org/wiki/1998_Hungarian_Grand_Prix,71.0,4.0,3,1998-08-16,7.0,9.0,2.0,4.0,7.0,8.0,10.0,8.0
202,1998.0,12.0,11.0,Hungarian Grand Prix,1998-08-16,\N,http://en.wikipedia.org/wiki/1998_Hungarian_Grand_Prix,35.0,6.0,2,1998-08-16,81.0,123.0,1.0,3.0,6.0,7.0,4.0,10.0
202,1998.0,12.0,11.0,Hungarian Grand Prix,1998-08-16,\N,http://en.wikipedia.org/wiki/1998_Hungarian_Grand_Prix,65.0,15.0,3,1998-08-16,15.0,16.0,3.0,8.0,8.0,7.0,7.0,11.0
202,1998.0,12.0,11.0,Hungarian Grand Prix,1998-08-16,\N,http://en.wikipedia.org/wiki/1998_Hungarian_Grand_Prix,55.0,11.0,3,1998-08-16,36.0,67.0,11.0,10.0,7.0,12.0,10.0,6.0
202,1998.0,12.0,11.0,Hungarian Grand Prix,1998-08-16,\N,http://en.wikipedia.org/wiki/1998_Hungarian_Grand_Prix,57.0,1.0,3,1998-08-16,27.0,63.0,4.0,1.0,2.0,3.0,1.0,1.0
202,1998.0,12.0,11.0,Hungarian Grand Prix,1998-08-16,\N,http://en.wikipedia.org/wiki/1998_Hungarian_Grand_Prix,49.0,7.0,3,1998-08-16,42.0,123.0,5.0,9.0,15.0,8.0,5.0,9.0
202,1998.0,12.0,11.0,Hungarian Grand Prix,1998-08-16,\N,http://en.wikipedia.org/wiki/1998_Hungarian_Grand_Prix,30.0,3.0,1,1998-08-16,78.0,102.0,4.0,5.0,3.0,1.0,1.0,1.0
202,1998.0,12.0,11.0,Hungarian Grand Prix,1998-08-16,\N,http://en.wikipedia.org/wiki/1998_Hungarian_Grand_Prix,14.0,2.0,2,1998-08-16,36.0,63.0,2.0,2.0,2.0,6.0,2.0,1.0
202,1998.0,12.0,11.0,Hungarian Grand Prix,1998-08-16,\N,http://en.wikipedia.org/wiki/1998_Hungarian_Grand_Prix,44.0,20.0,4,1998-08-16,16.0,21.0,5.0,15.0,11.0,16.0,11.0,15.0
203,1998.0,13.0,13.0,Belgian Grand Prix,1998-08-30,\N,http://en.wikipedia.org/wiki/1998_Belgian_Grand_Prix,14.0,2.0,3,1998-08-30,36.0,63.0,4.0,2.0,2.0,2.0,6.0,2.0
203,1998.0,13.0,13.0,Belgian Grand Prix,1998-08-30,\N,http://en.wikipedia.org/wiki/1998_Belgian_Grand_Prix,64.0,16.0,3,1998-08-30,2.0,9.0,7.0,9.0,6.0,5.0,7.0,10.0
203,1998.0,13.0,13.0,Belgian Grand Prix,1998-08-30,\N,http://en.wikipedia.org/wiki/1998_Belgian_Grand_Prix,49.0,9.0,3,1998-08-30,42.0,123.0,3.0,5.0,9.0,15.0,8.0,5.0
203,1998.0,13.0,13.0,Belgian Grand Prix,1998-08-30,\N,http://en.wikipedia.org/wiki/1998_Belgian_Grand_Prix,55.0,10.0,2,1998-08-30,36.0,67.0,8.0,7.0,10.0,7.0,12.0,10.0
203,1998.0,13.0,13.0,Belgian Grand Prix,1998-08-30,\N,http://en.wikipedia.org/wiki/1998_Belgian_Grand_Prix,71.0,3.0,1,1998-08-30,7.0,9.0,13.0,4.0,4.0,7.0,8.0,10.0
204,1998.0,14.0,14.0,Italian Grand Prix,1998-09-13,\N,http://en.wikipedia.org/wiki/1998_Italian_Grand_Prix,22.0,13.0,3,1998-09-13,6.0,6.0,13.0,10.0,5.0,5.0,10.0,13.0
204,1998.0,14.0,14.0,Italian Grand Prix,1998-09-13,\N,http://en.wikipedia.org/wiki/1998_Italian_Grand_Prix,49.0,12.0,3,1998-09-13,42.0,123.0,3.0,4.0,5.0,9.0,15.0,8.0
204,1998.0,14.0,14.0,Italian Grand Prix,1998-09-13,\N,http://en.wikipedia.org/wiki/1998_Italian_Grand_Prix,71.0,14.0,3,1998-09-13,7.0,9.0,1.0,1.0,4.0,4.0,7.0,8.0
204,1998.0,14.0,14.0,Italian Grand Prix,1998-09-13,\N,http://en.wikipedia.org/wiki/1998_Italian_Grand_Prix,55.0,8.0,3,1998-09-13,36.0,67.0,2.0,3.0,7.0,10.0,7.0,12.0
204,1998.0,14.0,14.0,Italian Grand Prix,1998-09-13,\N,http://en.wikipedia.org/wiki/1998_Italian_Grand_Prix,57.0,3.0,3,1998-09-13,27.0,63.0,9.0,6.0,1.0,2.0,3.0,1.0
204,1998.0,14.0,14.0,Italian Grand Prix,1998-09-13,\N,http://en.wikipedia.org/wiki/1998_Italian_Grand_Prix,56.0,5.0,2,1998-09-13,24.0,102.0,8.0,8.0,2.0,3.0,3.0,3.0
204,1998.0,14.0,14.0,Italian Grand Prix,1998-09-13,\N,http://en.wikipedia.org/wiki/1998_Italian_Grand_Prix,30.0,1.0,1,1998-09-13,78.0,102.0,6.0,1.0,5.0,3.0,1.0,1.0
204,1998.0,14.0,14.0,Italian Grand Prix,1998-09-13,\N,http://en.wikipedia.org/wiki/1998_Italian_Grand_Prix,21.0,11.0,3,1998-09-13,20.0,33.0,4.0,7.0,5.0,9.0,2.0,2.0
205,1998.0,15.0,20.0,Luxembourg Grand Prix,1998-09-27,\N,http://en.wikipedia.org/wiki/1998_Luxembourg_Grand_Prix,14.0,5.0,2,1998-09-27,36.0,63.0,3.0,7.0,2.0,2.0,2.0,6.0
205,1998.0,15.0,20.0,Luxembourg Grand Prix,1998-09-27,\N,http://en.wikipedia.org/wiki/1998_Luxembourg_Grand_Prix,57.0,3.0,1,1998-09-27,27.0,63.0,8.0,4.0,6.0,1.0,2.0,3.0
205,1998.0,15.0,20.0,Luxembourg Grand Prix,1998-09-27,\N,http://en.wikipedia.org/wiki/1998_Luxembourg_Grand_Prix,49.0,7.0,3,1998-09-27,42.0,123.0,3.0,7.0,4.0,5.0,9.0,15.0
205,1998.0,15.0,20.0,Luxembourg Grand Prix,1998-09-27,\N,http://en.wikipedia.org/wiki/1998_Luxembourg_Grand_Prix,56.0,2.0,3,1998-09-27,24.0,102.0,6.0,2.0,8.0,2.0,3.0,3.0
205,1998.0,15.0,20.0,Luxembourg Grand Prix,1998-09-27,\N,http://en.wikipedia.org/wiki/1998_Luxembourg_Grand_Prix,30.0,1.0,2,1998-09-27,78.0,102.0,2.0,1.0,1.0,5.0,3.0,1.0
205,1998.0,15.0,20.0,Luxembourg Grand Prix,1998-09-27,\N,http://en.wikipedia.org/wiki/1998_Luxembourg_Grand_Prix,44.0,15.0,4,1998-09-27,16.0,21.0,6.0,12.0,15.0,11.0,16.0,11.0
205,1998.0,15.0,20.0,Luxembourg Grand Prix,1998-09-27,\N,http://en.wikipedia.org/wiki/1998_Luxembourg_Grand_Prix,22.0,12.0,4,1998-09-27,6.0,6.0,5.0,10.0,10.0,5.0,5.0,10.0
205,1998.0,15.0,20.0,Luxembourg Grand Prix,1998-09-27,\N,http://en.wikipedia.org/wiki/1998_Luxembourg_Grand_Prix,55.0,11.0,3,1998-09-27,36.0,67.0,2.0,5.0,3.0,7.0,10.0,7.0
205,1998.0,15.0,20.0,Luxembourg Grand Prix,1998-09-27,\N,http://en.wikipedia.org/wiki/1998_Luxembourg_Grand_Prix,71.0,10.0,3,1998-09-27,7.0,9.0,8.0,6.0,1.0,4.0,4.0,7.0
205,1998.0,15.0,20.0,Luxembourg Grand Prix,1998-09-27,\N,http://en.wikipedia.org/wiki/1998_Luxembourg_Grand_Prix,35.0,9.0,3,1998-09-27,81.0,123.0,1.0,3.0,3.0,6.0,7.0,4.0
205,1998.0,15.0,20.0,Luxembourg Grand Prix,1998-09-27,\N,http://en.wikipedia.org/wiki/1998_Luxembourg_Grand_Prix,21.0,4.0,3,1998-09-27,20.0,33.0,13.0,8.0,7.0,5.0,9.0,2.0
205,1998.0,15.0,20.0,Luxembourg Grand Prix,1998-09-27,\N,http://en.wikipedia.org/wiki/1998_Luxembourg_Grand_Prix,63.0,16.0,4,1998-09-27,2.0,2.0,10.0,14.0,13.0,4.0,9.0,10.0
206,1998.0,16.0,22.0,Japanese Grand Prix,1998-11-01,\N,http://en.wikipedia.org/wiki/1998_Japanese_Grand_Prix,65.0,11.0,3,1998-11-01,15.0,16.0,6.0,10.0,8.0,8.0,7.0,7.0
206,1998.0,16.0,22.0,Japanese Grand Prix,1998-11-01,\N,http://en.wikipedia.org/wiki/1998_Japanese_Grand_Prix,21.0,10.0,3,1998-11-01,20.0,33.0,7.0,6.0,8.0,7.0,5.0,9.0
206,1998.0,16.0,22.0,Japanese Grand Prix,1998-11-01,\N,http://en.wikipedia.org/wiki/1998_Japanese_Grand_Prix,55.0,12.0,3,1998-11-01,36.0,67.0,5.0,10.0,5.0,3.0,7.0,10.0
206,1998.0,16.0,22.0,Japanese Grand Prix,1998-11-01,\N,http://en.wikipedia.org/wiki/1998_Japanese_Grand_Prix,49.0,5.0,3,1998-11-01,42.0,123.0,2.0,5.0,7.0,4.0,5.0,9.0
