grid,last_circuit_position,last_position,last_position2,last_position3,last_position4,last_position5,ls_constructor_points,ls_driver_points,position
8.0,5.0,7.0,5.0,4.0,7.0,3.0,88.0,33.0,3
3.0,2.0,2.0,1.0,3.0,1.0,7.0,158.0,65.0,3
6.0,7.0,6.0,4.0,10.0,8.0,8.0,26.0,17.0,2
4.0,12.0,5.0,6.0,2.0,3.0,1.0,144.0,82.0,2
1.0,6.0,1.0,8.0,1.0,1.0,8.0,158.0,93.0,1
11.0,5.0,6.0,8.0,3.0,5.0,2.0,142.0,51.0,4
13.0,9.0,13.0,10.0,5.0,11.0,8.0,16.0,6.0,4
8.0,11.0,11.0,6.0,6.0,6.0,7.0,18.0,17.0,4
18.0,15.0,11.0,10.0,7.0,10.0,13.0,13.0,12.0,3
2.0,1.0,1.0,1.0,8.0,1.0,1.0,158.0,93.0,1
3.0,7.0,2.0,5.0,6.0,2.0,3.0,144.0,82.0,2
6.0,6.0,7.0,3.0,8.0,4.0,4.0,88.0,55.0,3
1.0,8.0,3.0,6.0,4.0,10.0,8.0,26.0,17.0,2
4.0,3.0,4.0,2.0,1.0,3.0,1.0,158.0,65.0,3
5.0,4.0,4.0,12.0,4.0,9.0,1.0,144.0,58.0,3
20.0,2.0,2.0,4.0,2.0,3.0,4.0,142.0,91.0,3
9.0,13.0,5.0,7.0,5.0,4.0,7.0,88.0,33.0,3
9.0,7.0,13.0,11.0,6.0,6.0,6.0,18.0,17.0,4
13.0,8.0,8.0,2.0,4.0,2.0,3.0,142.0,91.0,4
10.0,3.0,12.0,6.0,8.0,3.0,5.0,142.0,51.0,3
1.0,1.0,1.0,1.0,1.0,8.0,1.0,158.0,93.0,1
5.0,3.0,6.0,4.0,2.0,1.0,3.0,158.0,65.0,2
4.0,10.0,5.0,5.0,7.0,5.0,4.0,88.0,33.0,2
8.0,2.0,4.0,7.0,3.0,8.0,4.0,88.0,55.0,3
6.0,5.0,7.0,4.0,12.0,4.0,9.0,144.0,58.0,3
12.0,14.0,9.0,11.0,10.0,7.0,10.0,13.0,12.0,3
14.0,9.0,2.0,3.0,6.0,4.0,10.0,26.0,17.0,3
1.0,6.0,3.0,5.0,5.0,7.0,5.0,88.0,33.0,1
12.0,4.0,6.0,7.0,4.0,12.0,4.0,144.0,58.0,3
6.0,8.0,2.0,6.0,4.0,2.0,1.0,158.0,65.0,2
9.0,1.0,3.0,2.0,5.0,6.0,2.0,144.0,82.0,3
2.0,7.0,8.0,2.0,3.0,6.0,4.0,26.0,17.0,2
17.0,11.0,9.0,5.0,9.0,9.0,10.0,19.0,6.0,3
13.0,13.0,11.0,13.0,10.0,5.0,11.0,16.0,6.0,3
10.0,9.0,8.0,11.0,13.0,10.0,5.0,16.0,6.0,4
13.0,8.0,7.0,9.0,5.0,9.0,9.0,19.0,6.0,3
8.0,2.0,4.0,3.0,2.0,5.0,6.0,144.0,82.0,3
14.0,6.0,12.0,13.0,11.0,6.0,6.0,18.0,17.0,3
19.0,12.0,7.0,9.0,11.0,10.0,7.0,13.0,12.0,3
6.0,4.0,4.0,4.0,7.0,3.0,8.0,88.0,55.0,3
3.0,8.0,1.0,3.0,5.0,5.0,7.0,88.0,33.0,3
7.0,3.0,3.0,2.0,6.0,4.0,2.0,158.0,65.0,2
5.0,7.0,2.0,8.0,2.0,3.0,6.0,26.0,17.0,2
1.0,5.0,1.0,1.0,1.0,1.0,8.0,158.0,93.0,1
15.0,12.0,10.0,7.0,9.0,5.0,9.0,19.0,6.0,3
6.0,1.0,1.0,1.0,1.0,1.0,1.0,158.0,93.0,1
2.0,15.0,3.0,2.0,8.0,2.0,3.0,26.0,17.0,2
11.0,5.0,6.0,7.0,9.0,11.0,10.0,13.0,12.0,3
7.0,5.0,2.0,3.0,2.0,6.0,4.0,158.0,65.0,2
9.0,2.0,10.0,12.0,6.0,8.0,3.0,142.0,51.0,3
8.0,6.0,11.0,8.0,2.0,4.0,2.0,142.0,91.0,3
2.0,1.0,1.0,1.0,1.0,1.0,1.0,158.0,93.0,1
14.0,7.0,4.0,6.0,7.0,9.0,11.0,13.0,12.0,3
12.0,3.0,6.0,10.0,12.0,6.0,8.0,142.0,51.0,3
7.0,2.0,5.0,11.0,8.0,2.0,4.0,142.0,91.0,3
8.0,12.0,11.0,8.0,11.0,13.0,10.0,16.0,6.0,3
20.0,4.0,4.0,1.0,3.0,5.0,5.0,88.0,33.0,3
1.0,1.0,2.0,2.0,3.0,2.0,6.0,158.0,65.0,2
1.0,17.0,5.0,4.0,4.0,7.0,3.0,88.0,55.0,2
17.0,13.0,8.0,10.0,7.0,9.0,5.0,19.0,6.0,4
14.0,8.0,5.0,11.0,8.0,11.0,13.0,16.0,6.0,4
10.0,7.0,2.0,2.0,2.0,3.0,2.0,158.0,65.0,2
15.0,11.0,9.0,4.0,6.0,7.0,9.0,13.0,12.0,4
8.0,15.0,5.0,14.0,15.0,8.0,16.0,141.0,4.0,3
12.0,6.0,7.0,12.0,13.0,11.0,6.0,18.0,17.0,3
6.0,2.0,8.0,4.0,3.0,2.0,5.0,144.0,82.0,3
9.0,4.0,6.0,5.0,11.0,8.0,2.0,142.0,91.0,3
3.0,5.0,7.0,6.0,10.0,12.0,6.0,142.0,51.0,3
4.0,6.0,3.0,3.0,2.0,8.0,2.0,26.0,17.0,3
5.0,5.0,4.0,4.0,1.0,3.0,5.0,88.0,33.0,3
2.0,3.0,1.0,1.0,1.0,1.0,1.0,158.0,93.0,1
4.0,4.0,1.0,1.0,1.0,1.0,1.0,158.0,93.0,1
15.0,17.0,16.0,8.0,10.0,7.0,9.0,19.0,6.0,4
11.0,14.0,10.0,5.0,14.0,15.0,8.0,141.0,4.0,4
16.0,16.0,2.0,5.0,4.0,4.0,7.0,88.0,55.0,3
2.0,1.0,3.0,2.0,2.0,2.0,3.0,158.0,65.0,2
3.0,8.0,5.0,3.0,3.0,2.0,8.0,26.0,17.0,3
1.0,3.0,7.0,6.0,5.0,11.0,8.0,142.0,91.0,2
20.0,7.0,12.0,9.0,4.0,6.0,7.0,13.0,12.0,3
6.0,5.0,6.0,7.0,6.0,10.0,12.0,142.0,51.0,3
9.0,14.0,9.0,7.0,12.0,13.0,11.0,18.0,17.0,3
7.0,2.0,8.0,8.0,4.0,3.0,2.0,144.0,82.0,3
13.0,8.0,4.0,5.0,3.0,3.0,2.0,26.0,17.0,2
1.0,7.0,1.0,1.0,1.0,1.0,1.0,158.0,93.0,1
9.0,5.0,15.0,5.0,11.0,8.0,11.0,16.0,6.0,4
7.0,4.0,3.0,3.0,2.0,2.0,2.0,158.0,65.0,4
6.0,3.0,4.0,4.0,4.0,1.0,3.0,88.0,33.0,4
14.0,13.0,6.0,12.0,9.0,4.0,6.0,13.0,12.0,3
11.0,11.0,8.0,9.0,7.0,12.0,13.0,18.0,17.0,3
4.0,2.0,7.0,6.0,7.0,6.0,10.0,142.0,51.0,3
2.0,1.0,5.0,8.0,8.0,4.0,3.0,144.0,82.0,3
16.0,7.0,9.0,9.0,9.0,10.0,8.0,10.0,5.0,4
5.0,4.0,10.0,2.0,5.0,4.0,4.0,88.0,55.0,2
12.0,5.0,4.0,7.0,6.0,7.0,6.0,142.0,51.0,3
2.0,1.0,12.0,3.0,3.0,2.0,2.0,158.0,65.0,2
1.0,8.0,1.0,1.0,1.0,1.0,1.0,158.0,93.0,1
13.0,12.0,14.0,15.0,5.0,11.0,8.0,16.0,6.0,4
16.0,9.0,15.0,16.0,8.0,10.0,7.0,19.0,6.0,4
7.0,3.0,5.0,5.0,8.0,8.0,4.0,144.0,82.0,3
4.0,10.0,2.0,4.0,5.0,3.0,3.0,26.0,17.0,3
5.0,1.0,3.0,10.0,2.0,5.0,4.0,88.0,55.0,2
8.0,6.0,9.0,6.0,12.0,9.0,4.0,13.0,12.0,3
11.0,6.0,6.0,8.0,9.0,7.0,12.0,18.0,17.0,3
16.0,10.0,12.0,15.0,16.0,8.0,10.0,19.0,6.0,4
2.0,1.0,1.0,1.0,1.0,1.0,1.0,158.0,93.0,2
6.0,2.0,2.0,12.0,3.0,3.0,2.0,158.0,65.0,2
4.0,4.0,9.0,4.0,7.0,6.0,7.0,142.0,51.0,3
9.0,12.0,11.0,14.0,15.0,5.0,11.0,16.0,6.0,3
1.0,12.0,11.0,4.0,4.0,4.0,1.0,88.0,33.0,3
5.0,3.0,8.0,9.0,6.0,12.0,9.0,13.0,12.0,3
20.0,9.0,11.0,12.0,15.0,16.0,8.0,19.0,6.0,4
10.0,7.0,7.0,9.0,4.0,7.0,6.0,142.0,51.0,3
9.0,4.0,9.0,11.0,4.0,4.0,4.0,88.0,33.0,3
3.0,1.0,2.0,1.0,1.0,1.0,1.0,158.0,93.0,2
6.0,5.0,5.0,2.0,4.0,5.0,3.0,26.0,17.0,2
5.0,12.0,6.0,8.0,3.0,15.0,6.0,26.0,3.0,3
2.0,2.0,4.0,5.0,5.0,8.0,8.0,144.0,82.0,3
15.0,10.0,5.0,8.0,9.0,6.0,12.0,13.0,12.0,3
12.0,7.0,10.0,6.0,8.0,9.0,7.0,18.0,17.0,3
1.0,3.0,3.0,2.0,12.0,3.0,3.0,158.0,65.0,1
10.0,10.0,8.0,11.0,14.0,15.0,5.0,16.0,6.0,4
16.0,9.0,14.0,11.0,12.0,15.0,16.0,19.0,6.0,4
1.0,8.0,2.0,2.0,1.0,1.0,1.0,158.0,93.0,1
9.0,10.0,6.0,9.0,10.0,9.0,12.0,18.0,6.0,3
2.0,12.0,10.0,6.0,7.0,4.0,12.0,144.0,58.0,2
5.0,4.0,3.0,5.0,2.0,4.0,5.0,26.0,17.0,2
4.0,6.0,4.0,6.0,8.0,3.0,15.0,26.0,3.0,3
11.0,11.0,3.0,3.0,10.0,2.0,5.0,88.0,55.0,3
6.0,5.0,10.0,9.0,11.0,4.0,4.0,88.0,33.0,4
13.0,4.0,5.0,4.0,5.0,5.0,8.0,144.0,82.0,3
7.0,17.0,8.0,5.0,8.0,9.0,6.0,13.0,12.0,3
12.0,2.0,2.0,7.0,6.0,5.0,11.0,142.0,91.0,3
9.0,8.0,11.0,10.0,9.0,11.0,4.0,88.0,33.0,4
14.0,9.0,11.0,10.0,7.0,9.0,14.0,10.0,5.0,4
12.0,4.0,6.0,7.0,9.0,4.0,7.0,142.0,51.0,4
10.0,1.0,8.0,8.0,5.0,8.0,9.0,13.0,12.0,3
13.0,6.0,10.0,6.0,9.0,10.0,9.0,18.0,6.0,3
3.0,2.0,6.0,2.0,7.0,6.0,5.0,142.0,91.0,2
1.0,4.0,1.0,3.0,2.0,12.0,3.0,158.0,65.0,2
8.0,3.0,5.0,3.0,3.0,10.0,2.0,88.0,55.0,3
2.0,5.0,7.0,5.0,4.0,5.0,5.0,144.0,82.0,1
6.0,9.0,4.0,4.0,6.0,8.0,3.0,26.0,3.0,3
18.0,1.0,1.0,2.0,2.0,1.0,1.0,158.0,93.0,3
7.0,7.0,2.0,10.0,6.0,7.0,4.0,144.0,58.0,3
4.0,9.0,10.0,10.0,6.0,9.0,10.0,105.0,0.0,4
15.0,4.0,5.0,2.0,10.0,6.0,7.0,88.0,24.0,4
10.0,3.0,2.0,6.0,2.0,7.0,6.0,69.0,45.0,3
2.0,7.0,12.0,11.0,10.0,9.0,11.0,91.0,46.0,3
9.0,5.0,1.0,7.0,5.0,4.0,5.0,88.0,58.0,3
3.0,5.0,9.0,10.0,6.0,8.0,9.0,10.0,7.0,3
5.0,8.0,11.0,6.0,7.0,9.0,4.0,69.0,24.0,3
13.0,3.0,4.0,5.0,3.0,3.0,10.0,105.0,59.0,2
1.0,10.0,9.0,8.0,8.0,5.0,8.0,34.0,22.0,1
11.0,2.0,3.0,1.0,3.0,2.0,12.0,262.0,114.0,2
6.0,1.0,8.0,2.0,6.0,2.0,7.0,69.0,45.0,3
2.0,5.0,9.0,12.0,11.0,10.0,9.0,91.0,46.0,2
8.0,6.0,4.0,11.0,6.0,7.0,9.0,69.0,24.0,3
13.0,1.0,7.0,1.0,2.0,2.0,1.0,262.0,148.0,3
14.0,8.0,13.0,9.0,9.0,9.0,10.0,34.0,12.0,3
10.0,8.0,13.0,14.0,11.0,12.0,15.0,5.0,3.0,2
1.0,7.0,3.0,4.0,5.0,3.0,3.0,105.0,59.0,1
5.0,4.0,12.0,5.0,2.0,10.0,6.0,88.0,24.0,3
11.0,2.0,6.0,1.0,7.0,5.0,4.0,88.0,58.0,3
12.0,12.0,10.0,13.0,9.0,9.0,9.0,34.0,12.0,3
5.0,8.0,5.0,9.0,10.0,6.0,8.0,10.0,7.0,3
6.0,7.0,5.0,12.0,5.0,2.0,10.0,88.0,24.0,3
3.0,4.0,2.0,9.0,12.0,11.0,10.0,91.0,46.0,2
1.0,6.0,1.0,3.0,4.0,5.0,3.0,105.0,59.0,1
20.0,2.0,2.0,3.0,1.0,3.0,2.0,262.0,114.0,3
14.0,12.0,6.0,4.0,11.0,6.0,7.0,69.0,24.0,4
18.0,10.0,7.0,10.0,13.0,9.0,9.0,34.0,12.0,3
10.0,7.0,4.0,5.0,12.0,5.0,2.0,88.0,24.0,3
2.0,4.0,1.0,1.0,3.0,4.0,5.0,105.0,59.0,1
7.0,9.0,7.0,13.0,11.0,10.0,9.0,10.0,5.0,2
11.0,7.0,13.0,10.0,10.0,6.0,9.0,105.0,0.0,3
5.0,5.0,2.0,2.0,9.0,12.0,11.0,91.0,46.0,3
13.0,1.0,7.0,7.0,1.0,2.0,2.0,262.0,148.0,2
4.0,13.0,6.0,5.0,9.0,10.0,6.0,10.0,7.0,3
8.0,10.0,3.0,13.0,14.0,11.0,12.0,5.0,3.0,3
10.0,9.0,10.0,7.0,10.0,13.0,9.0,34.0,12.0,4
17.0,10.0,6.0,3.0,13.0,14.0,11.0,5.0,3.0,3
6.0,7.0,1.0,9.0,8.0,8.0,5.0,34.0,22.0,3
9.0,10.0,11.0,6.0,4.0,11.0,6.0,69.0,24.0,3
7.0,4.0,4.0,6.0,1.0,7.0,5.0,88.0,58.0,3
2.0,12.0,7.0,6.0,5.0,9.0,10.0,10.0,7.0,3
4.0,6.0,9.0,4.0,5.0,12.0,5.0,88.0,24.0,3
5.0,3.0,5.0,2.0,2.0,9.0,12.0,91.0,46.0,2
3.0,4.0,1.0,1.0,1.0,3.0,4.0,105.0,59.0,2
1.0,11.0,9.0,8.0,2.0,6.0,2.0,69.0,45.0,1
16.0,2.0,9.0,2.0,3.0,1.0,3.0,262.0,114.0,3
4.0,10.0,5.0,1.0,9.0,8.0,8.0,34.0,22.0,4
18.0,10.0,4.0,9.0,4.0,5.0,12.0,88.0,24.0,3
9.0,4.0,4.0,13.0,10.0,10.0,6.0,105.0,0.0,4
5.0,1.0,3.0,5.0,2.0,2.0,9.0,91.0,46.0,3
10.0,3.0,9.0,9.0,2.0,3.0,1.0,262.0,114.0,3
1.0,2.0,1.0,9.0,8.0,2.0,6.0,69.0,45.0,1
6.0,7.0,10.0,6.0,3.0,13.0,14.0,5.0,3.0,2
3.0,11.0,6.0,7.0,6.0,5.0,9.0,10.0,7.0,2
11.0,5.0,11.0,10.0,7.0,10.0,13.0,34.0,12.0,3
16.0,4.0,7.0,4.0,6.0,1.0,7.0,88.0,58.0,3
8.0,3.0,2.0,7.0,7.0,1.0,2.0,262.0,148.0,3
2.0,5.0,2.0,1.0,1.0,1.0,3.0,105.0,59.0,3
16.0,16.0,6.0,4.0,4.0,6.0,8.0,119.0,34.0,4
11.0,9.0,9.0,11.0,10.0,7.0,10.0,34.0,12.0,4
15.0,12.0,11.0,4.0,13.0,10.0,10.0,105.0,0.0,4
2.0,3.0,1.0,1.0,9.0,8.0,2.0,69.0,45.0,4
4.0,4.0,10.0,3.0,5.0,2.0,2.0,91.0,46.0,3
5.0,8.0,5.0,7.0,4.0,6.0,1.0,88.0,58.0,3
9.0,6.0,12.0,5.0,1.0,9.0,8.0,34.0,22.0,3
10.0,1.0,7.0,2.0,7.0,7.0,1.0,262.0,148.0,3
12.0,15.0,8.0,11.0,6.0,4.0,11.0,69.0,24.0,3
7.0,2.0,8.0,9.0,9.0,2.0,3.0,262.0,114.0,2
1.0,10.0,2.0,10.0,6.0,3.0,13.0,5.0,3.0,2
6.0,5.0,4.0,2.0,1.0,1.0,1.0,105.0,59.0,1
13.0,3.0,3.0,3.0,5.0,2.0,4.0,119.0,85.0,3
8.0,15.0,13.0,11.0,4.0,13.0,10.0,105.0,0.0,3
7.0,5.0,11.0,1.0,1.0,9.0,8.0,69.0,45.0,1
2.0,1.0,5.0,7.0,2.0,7.0,7.0,262.0,148.0,2
20.0,2.0,3.0,8.0,9.0,9.0,2.0,262.0,114.0,2
11.0,9.0,14.0,9.0,11.0,10.0,7.0,34.0,12.0,3
10.0,2.0,6.0,4.0,9.0,4.0,5.0,88.0,24.0,3
12.0,6.0,4.0,8.0,11.0,6.0,4.0,69.0,24.0,3
14.0,7.0,3.0,6.0,7.0,6.0,5.0,10.0,7.0,3
7.0,2.0,3.0,3.0,8.0,9.0,9.0,262.0,114.0,2
5.0,1.0,2.0,5.0,7.0,2.0,7.0,262.0,148.0,1
15.0,6.0,7.0,4.0,8.0,11.0,6.0,69.0,24.0,3
5.0,3.0,2.0,3.0,3.0,8.0,9.0,262.0,114.0,3
10.0,9.0,9.0,13.0,11.0,4.0,13.0,105.0,0.0,3
6.0,12.0,6.0,12.0,5.0,1.0,9.0,34.0,22.0,3
1.0,2.0,1.0,4.0,2.0,1.0,1.0,105.0,59.0,1
7.0,5.0,10.0,3.0,3.0,5.0,2.0,119.0,85.0,3
3.0,1.0,1.0,2.0,5.0,7.0,2.0,262.0,148.0,2
13.0,7.0,1.0,11.0,1.0,1.0,9.0,69.0,45.0,2
12.0,9.0,5.0,3.0,6.0,7.0,6.0,10.0,7.0,4
2.0,4.0,8.0,10.0,3.0,5.0,2.0,91.0,46.0,3
11.0,1.0,6.0,6.0,4.0,9.0,4.0,88.0,24.0,3
14.0,16.0,2.0,2.0,10.0,6.0,3.0,5.0,3.0,4
7.0,11.0,12.0,6.0,4.0,4.0,6.0,119.0,34.0,4
10.0,10.0,8.0,9.0,13.0,11.0,4.0,105.0,0.0,4
14.0,15.0,14.0,2.0,2.0,10.0,6.0,5.0,3.0,4
11.0,8.0,12.0,5.0,3.0,6.0,7.0,10.0,7.0,4
13.0,7.0,10.0,7.0,4.0,8.0,11.0,69.0,24.0,4
4.0,6.0,5.0,8.0,10.0,3.0,5.0,91.0,46.0,3
16.0,9.0,4.0,14.0,9.0,11.0,10.0,34.0,12.0,3
1.0,10.0,1.0,1.0,4.0,2.0,1.0,105.0,59.0,2
12.0,2.0,2.0,1.0,11.0,1.0,1.0,69.0,45.0,2
6.0,6.0,6.0,6.0,12.0,5.0,1.0,34.0,22.0,3
3.0,5.0,7.0,5.0,7.0,4.0,6.0,88.0,58.0,1
9.0,1.0,3.0,1.0,2.0,5.0,7.0,262.0,148.0,3
5.0,3.0,9.0,2.0,3.0,3.0,8.0,262.0,114.0,3
8.0,9.0,7.0,6.0,6.0,4.0,9.0,88.0,24.0,3
2.0,4.0,4.0,10.0,3.0,3.0,5.0,119.0,85.0,3
8.0,8.0,16.0,12.0,6.0,4.0,4.0,119.0,34.0,4
14.0,9.0,14.0,8.0,9.0,13.0,11.0,105.0,0.0,4
7.0,10.0,12.0,14.0,2.0,2.0,10.0,5.0,3.0,4
9.0,11.0,9.0,5.0,8.0,10.0,3.0,91.0,46.0,4
3.0,3.0,2.0,1.0,1.0,4.0,2.0,105.0,59.0,1
20.0,5.0,1.0,7.0,5.0,7.0,4.0,88.0,58.0,2
2.0,2.0,5.0,4.0,10.0,3.0,3.0,119.0,85.0,2
4.0,9.0,4.0,6.0,6.0,12.0,5.0,34.0,22.0,3
15.0,12.0,7.0,9.0,2.0,3.0,3.0,262.0,114.0,3
12.0,3.0,8.0,7.0,6.0,6.0,4.0,88.0,24.0,3
11.0,4.0,13.0,10.0,7.0,4.0,8.0,69.0,24.0,3
13.0,13.0,10.0,4.0,14.0,9.0,11.0,34.0,12.0,3
5.0,1.0,6.0,3.0,1.0,2.0,5.0,262.0,148.0,3
6.0,3.0,1.0,2.0,1.0,1.0,4.0,105.0,59.0,4
14.0,7.0,8.0,10.0,4.0,14.0,9.0,34.0,12.0,4
7.0,2.0,10.0,7.0,9.0,2.0,3.0,262.0,114.0,3
10.0,6.0,12.0,16.0,12.0,6.0,4.0,119.0,34.0,3
16.0,10.0,11.0,12.0,5.0,3.0,6.0,10.0,7.0,3
12.0,12.0,11.0,12.0,14.0,2.0,2.0,5.0,3.0,3
8.0,5.0,3.0,5.0,4.0,10.0,3.0,119.0,85.0,3
3.0,7.0,14.0,9.0,5.0,8.0,10.0,91.0,46.0,3
5.0,4.0,6.0,8.0,7.0,6.0,6.0,88.0,24.0,2
1.0,1.0,5.0,6.0,3.0,1.0,2.0,262.0,148.0,2
4.0,2.0,3.0,2.0,1.0,11.0,1.0,69.0,45.0,1
9.0,8.0,4.0,4.0,6.0,6.0,12.0,34.0,22.0,3
4.0,4.0,8.0,12.0,16.0,12.0,6.0,119.0,34.0,4
10.0,6.0,7.0,13.0,10.0,7.0,4.0,69.0,24.0,4
14.0,9.0,7.0,11.0,12.0,5.0,3.0,10.0,7.0,4
13.0,13.0,9.0,15.0,8.0,8.0,7.0,10.0,3.0,4
12.0,6.0,15.0,14.0,8.0,9.0,13.0,105.0,0.0,4
6.0,2.0,2.0,5.0,6.0,3.0,1.0,262.0,148.0,3
15.0,12.0,14.0,8.0,10.0,4.0,14.0,34.0,12.0,3
3.0,3.0,5.0,3.0,5.0,4.0,10.0,119.0,85.0,3
1.0,5.0,2.0,1.0,7.0,5.0,7.0,88.0,58.0,1
2.0,8.0,11.0,1.0,2.0,1.0,1.0,105.0,59.0,2
7.0,1.0,10.0,10.0,7.0,9.0,2.0,262.0,114.0,4
11.0,4.0,1.0,3.0,2.0,1.0,11.0,69.0,45.0,3
5.0,10.0,4.0,14.0,9.0,5.0,8.0,91.0,46.0,3
9.0,3.0,3.0,6.0,8.0,7.0,6.0,88.0,24.0,3
8.0,8.0,9.0,4.0,4.0,6.0,6.0,34.0,22.0,2
7.0,4.0,9.0,14.0,8.0,10.0,4.0,34.0,12.0,3
1.0,3.0,1.0,2.0,1.0,7.0,5.0,88.0,58.0,4
5.0,5.0,6.0,3.0,6.0,8.0,7.0,88.0,24.0,3
14.0,8.0,11.0,15.0,14.0,8.0,9.0,105.0,0.0,3
12.0,3.0,12.0,10.0,10.0,7.0,9.0,262.0,114.0,3
8.0,5.0,8.0,5.0,3.0,5.0,4.0,119.0,85.0,2
2.0,1.0,4.0,1.0,3.0,2.0,1.0,69.0,45.0,1
16.0,6.0,13.0,9.0,15.0,8.0,8.0,10.0,3.0,3
6.0,14.0,9.0,13.0,9.0,15.0,8.0,10.0,3.0,3
5.0,2.0,1.0,4.0,1.0,3.0,2.0,69.0,45.0,2
17.0,12.0,5.0,4.0,14.0,9.0,5.0,91.0,46.0,4
8.0,8.0,10.0,9.0,14.0,8.0,10.0,34.0,12.0,4
19.0,6.0,16.0,8.0,12.0,16.0,12.0,119.0,34.0,3
10.0,5.0,7.0,6.0,3.0,6.0,8.0,88.0,24.0,3
4.0,4.0,3.0,8.0,5.0,3.0,5.0,119.0,85.0,3
9.0,3.0,5.0,12.0,10.0,10.0,7.0,262.0,114.0,3
3.0,9.0,3.0,9.0,4.0,4.0,6.0,34.0,22.0,3
7.0,7.0,10.0,2.0,5.0,6.0,3.0,262.0,148.0,3
1.0,4.0,2.0,11.0,1.0,2.0,1.0,105.0,59.0,2
2.0,1.0,14.0,1.0,2.0,1.0,7.0,88.0,58.0,1
20.0,10.0,6.0,11.0,15.0,14.0,8.0,105.0,0.0,4
17.0,6.0,2.0,1.0,4.0,1.0,3.0,69.0,45.0,1
6.0,3.0,15.0,7.0,13.0,10.0,7.0,69.0,24.0,3
2.0,3.0,7.0,3.0,8.0,5.0,3.0,119.0,85.0,3
7.0,11.0,14.0,7.0,11.0,12.0,5.0,10.0,7.0,3
3.0,8.0,5.0,3.0,9.0,4.0,4.0,34.0,22.0,2
16.0,5.0,3.0,2.0,11.0,1.0,2.0,105.0,59.0,2
8.0,10.0,12.0,6.0,11.0,15.0,14.0,105.0,0.0,4
9.0,1.0,6.0,5.0,12.0,10.0,10.0,262.0,114.0,4
10.0,9.0,11.0,10.0,9.0,14.0,8.0,34.0,12.0,3
4.0,12.0,9.0,9.0,13.0,9.0,15.0,10.0,3.0,3
1.0,2.0,8.0,7.0,6.0,3.0,6.0,88.0,24.0,3
14.0,1.0,4.0,10.0,2.0,5.0,6.0,262.0,148.0,3
2.0,7.0,2.0,5.0,3.0,9.0,4.0,34.0,22.0,3
1.0,4.0,3.0,3.0,2.0,11.0,1.0,105.0,59.0,1
3.0,3.0,1.0,2.0,1.0,4.0,1.0,69.0,45.0,2
10.0,10.0,4.0,14.0,7.0,11.0,12.0,10.0,7.0,3
8.0,1.0,11.0,6.0,5.0,12.0,10.0,262.0,114.0,4
4.0,2.0,5.0,7.0,3.0,8.0,5.0,119.0,85.0,3
11.0,8.0,10.0,11.0,10.0,9.0,14.0,34.0,12.0,3
16.0,11.0,12.0,12.0,6.0,11.0,15.0,105.0,0.0,3
7.0,9.0,6.0,15.0,7.0,13.0,10.0,69.0,24.0,3
20.0,5.0,10.0,16.0,8.0,12.0,16.0,38.0,1.0,4
14.0,2.0,13.0,5.0,4.0,14.0,9.0,88.0,43.0,4
6.0,9.0,12.0,11.0,6.0,5.0,12.0,100.0,38.0,4
17.0,4.0,8.0,8.0,7.0,6.0,3.0,88.0,45.0,4
10.0,15.0,6.0,11.0,12.0,14.0,2.0,52.0,28.0,4
13.0,8.0,9.0,6.0,15.0,7.0,13.0,34.0,24.0,3
2.0,7.0,6.0,10.0,11.0,10.0,9.0,20.0,11.0,3
8.0,14.0,9.0,9.0,9.0,13.0,9.0,34.0,9.0,3
7.0,6.0,7.0,4.0,14.0,7.0,11.0,66.0,36.0,3
5.0,13.0,1.0,14.0,1.0,2.0,1.0,182.0,60.0,3
3.0,3.0,8.0,5.0,7.0,3.0,8.0,38.0,37.0,3
22.0,3.0,2.0,1.0,2.0,1.0,4.0,182.0,112.0,2
1.0,1.0,7.0,4.0,10.0,2.0,5.0,100.0,62.0,2
4.0,1.0,1.0,3.0,3.0,2.0,11.0,191.0,133.0,1
20.0,4.0,15.0,12.0,11.0,6.0,5.0,100.0,38.0,3
9.0,2.0,16.0,13.0,5.0,4.0,14.0,88.0,43.0,3
22.0,5.0,14.0,8.0,8.0,7.0,6.0,88.0,45.0,3
10.0,8.0,10.0,12.0,12.0,6.0,11.0,20.0,9.0,3
2.0,3.0,4.0,8.0,5.0,7.0,3.0,38.0,37.0,2
21.0,10.0,9.0,6.0,10.0,11.0,10.0,20.0,11.0,3
5.0,4.0,5.0,1.0,14.0,1.0,2.0,182.0,60.0,3
1.0,11.0,4.0,2.0,5.0,3.0,9.0,191.0,58.0,1
14.0,7.0,2.0,7.0,4.0,10.0,2.0,100.0,62.0,3
7.0,1.0,1.0,1.0,3.0,3.0,2.0,191.0,133.0,2
17.0,15.0,18.0,10.0,16.0,8.0,12.0,38.0,1.0,4
21.0,9.0,14.0,18.0,10.0,16.0,8.0,38.0,1.0,4
3.0,3.0,2.0,1.0,1.0,3.0,3.0,191.0,133.0,1
6.0,12.0,8.0,14.0,8.0,8.0,7.0,88.0,45.0,2
8.0,4.0,12.0,6.0,11.0,12.0,14.0,52.0,28.0,3
2.0,1.0,1.0,4.0,2.0,5.0,3.0,191.0,58.0,3
4.0,8.0,3.0,2.0,1.0,2.0,1.0,182.0,112.0,2
16.0,2.0,10.0,15.0,12.0,11.0,6.0,100.0,38.0,3
11.0,4.0,10.0,9.0,6.0,15.0,7.0,34.0,24.0,3
