grid,last_circuit_position,last_position,last_position2,last_position3,last_position4,last_position5,ls_constructor_points,ls_driver_points,position
18.0,6.0,13.0,18.0,18.0,19.0,13.0,0.0,0.0,4
20.0,9.0,16.0,22.0,22.0,12.0,10.0,68.0,21.0,4
6.0,6.0,11.0,7.0,5.0,5.0,12.0,214.0,142.0,4
7.0,2.0,3.0,3.0,6.0,4.0,2.0,454.0,214.0,1
1.0,4.0,1.0,1.0,1.0,2.0,1.0,498.0,256.0,2
4.0,5.0,4.0,4.0,2.0,3.0,4.0,498.0,242.0,2
8.0,11.0,6.0,12.0,8.0,9.0,7.0,214.0,72.0,3
17.0,6.0,14.0,11.0,7.0,14.0,11.0,27.0,6.0,4
24.0,12.0,16.0,16.0,14.0,11.0,11.0,13.0,5.0,3
16.0,14.0,9.0,17.0,15.0,13.0,12.0,69.0,47.0,3
15.0,8.0,10.0,9.0,14.0,13.0,8.0,13.0,8.0,3
3.0,15.0,11.0,6.0,5.0,7.0,15.0,396.0,144.0,3
22.0,16.0,13.0,16.0,22.0,22.0,12.0,68.0,21.0,4
21.0,19.0,16.0,19.0,21.0,16.0,20.0,0.0,0.0,4
20.0,21.0,17.0,13.0,18.0,18.0,19.0,0.0,0.0,4
19.0,4.0,14.0,19.0,16.0,15.0,17.0,0.0,0.0,4
8.0,15.0,4.0,6.0,12.0,8.0,9.0,214.0,72.0,4
17.0,9.0,10.0,10.0,9.0,14.0,13.0,13.0,8.0,4
13.0,4.0,9.0,9.0,17.0,15.0,13.0,69.0,47.0,4
4.0,8.0,2.0,5.0,3.0,7.0,6.0,396.0,252.0,2
2.0,9.0,3.0,4.0,4.0,2.0,3.0,498.0,242.0,2
3.0,2.0,6.0,2.0,4.0,1.0,8.0,454.0,240.0,3
5.0,11.0,6.0,11.0,6.0,5.0,7.0,396.0,144.0,3
1.0,1.0,2.0,1.0,1.0,1.0,2.0,498.0,256.0,1
7.0,10.0,11.0,11.0,7.0,5.0,5.0,214.0,142.0,3
18.0,13.0,8.0,16.0,16.0,14.0,11.0,13.0,5.0,3
10.0,6.0,7.0,13.0,13.0,15.0,11.0,68.0,47.0,3
9.0,11.0,8.0,8.0,7.0,12.0,3.0,44.0,6.0,3
6.0,3.0,1.0,3.0,3.0,6.0,4.0,454.0,214.0,3
20.0,18.0,21.0,16.0,19.0,21.0,16.0,0.0,0.0,4
23.0,11.0,23.0,13.0,16.0,22.0,22.0,68.0,21.0,4
15.0,5.0,12.0,9.0,9.0,17.0,15.0,69.0,47.0,4
1.0,1.0,3.0,3.0,4.0,4.0,2.0,498.0,242.0,2
11.0,8.0,9.0,7.0,13.0,13.0,15.0,68.0,47.0,4
14.0,13.0,15.0,5.0,11.0,8.0,9.0,163.0,27.0,4
2.0,7.0,1.0,2.0,1.0,1.0,1.0,498.0,256.0,2
10.0,2.0,4.0,6.0,2.0,4.0,1.0,454.0,240.0,3
4.0,15.0,5.0,6.0,11.0,6.0,5.0,396.0,144.0,3
3.0,14.0,2.0,2.0,5.0,3.0,7.0,396.0,252.0,1
16.0,15.0,10.0,8.0,8.0,7.0,12.0,44.0,6.0,3
13.0,9.0,17.0,4.0,6.0,12.0,8.0,214.0,72.0,3
9.0,3.0,7.0,11.0,11.0,7.0,5.0,214.0,142.0,3
19.0,9.0,16.0,21.0,16.0,19.0,21.0,0.0,0.0,4
18.0,8.0,19.0,14.0,19.0,16.0,15.0,0.0,0.0,4
24.0,16.0,13.0,10.0,10.0,9.0,14.0,13.0,8.0,4
2.0,18.0,4.0,4.0,6.0,2.0,4.0,454.0,240.0,1
4.0,7.0,1.0,2.0,2.0,5.0,3.0,396.0,252.0,2
1.0,1.0,3.0,3.0,3.0,4.0,4.0,498.0,242.0,2
3.0,2.0,2.0,1.0,2.0,1.0,1.0,498.0,256.0,3
5.0,3.0,5.0,5.0,6.0,11.0,6.0,396.0,144.0,3
6.0,4.0,6.0,7.0,11.0,11.0,7.0,214.0,142.0,3
10.0,1.0,9.0,17.0,4.0,6.0,12.0,214.0,72.0,3
8.0,15.0,11.0,9.0,7.0,13.0,13.0,68.0,47.0,3
20.0,16.0,17.0,16.0,21.0,16.0,19.0,0.0,0.0,4
8.0,17.0,6.0,11.0,9.0,7.0,13.0,68.0,47.0,4
21.0,13.0,18.0,23.0,13.0,16.0,22.0,68.0,21.0,4
15.0,10.0,13.0,12.0,9.0,9.0,17.0,69.0,47.0,4
2.0,1.0,1.0,4.0,4.0,6.0,2.0,454.0,240.0,3
13.0,9.0,16.0,10.0,10.0,14.0,10.0,44.0,32.0,4
16.0,15.0,8.0,8.0,16.0,16.0,14.0,13.0,5.0,3
7.0,4.0,7.0,6.0,7.0,11.0,11.0,214.0,142.0,3
23.0,12.0,15.0,13.0,10.0,10.0,9.0,13.0,8.0,3
4.0,4.0,5.0,5.0,5.0,6.0,11.0,396.0,144.0,3
6.0,1.0,3.0,3.0,3.0,3.0,4.0,498.0,242.0,3
12.0,5.0,12.0,15.0,5.0,11.0,8.0,163.0,27.0,4
5.0,2.0,2.0,1.0,2.0,2.0,5.0,396.0,252.0,2
1.0,3.0,4.0,2.0,1.0,2.0,1.0,498.0,256.0,2
3.0,8.0,6.0,1.0,3.0,3.0,6.0,454.0,214.0,1
16.0,16.0,16.0,19.0,14.0,19.0,16.0,0.0,0.0,4
14.0,7.0,13.0,13.0,12.0,9.0,9.0,69.0,47.0,4
19.0,18.0,17.0,17.0,16.0,21.0,16.0,0.0,0.0,4
22.0,10.0,20.0,18.0,23.0,13.0,16.0,68.0,21.0,4
18.0,19.0,20.0,17.0,13.0,18.0,18.0,0.0,0.0,4
12.0,8.0,11.0,16.0,10.0,10.0,14.0,44.0,32.0,4
3.0,2.0,5.0,3.0,3.0,3.0,3.0,498.0,242.0,2
13.0,15.0,1.0,6.0,1.0,3.0,3.0,454.0,214.0,2
8.0,4.0,3.0,2.0,1.0,2.0,2.0,396.0,252.0,3
24.0,7.0,8.0,9.0,17.0,4.0,6.0,214.0,72.0,3
1.0,15.0,2.0,4.0,2.0,1.0,2.0,498.0,256.0,1
15.0,5.0,14.0,6.0,11.0,9.0,7.0,68.0,47.0,3
4.0,4.0,6.0,5.0,5.0,5.0,6.0,396.0,144.0,3
10.0,9.0,12.0,12.0,15.0,5.0,11.0,163.0,27.0,3
5.0,6.0,9.0,7.0,6.0,7.0,11.0,214.0,142.0,3
21.0,17.0,18.0,17.0,17.0,16.0,21.0,0.0,0.0,4
19.0,14.0,14.0,20.0,17.0,13.0,18.0,0.0,0.0,4
20.0,18.0,15.0,16.0,19.0,14.0,19.0,0.0,0.0,4
1.0,4.0,1.0,2.0,4.0,2.0,1.0,498.0,256.0,1
13.0,10.0,16.0,13.0,13.0,12.0,9.0,69.0,47.0,4
3.0,2.0,3.0,1.0,6.0,1.0,3.0,454.0,214.0,2
4.0,1.0,4.0,3.0,2.0,1.0,2.0,396.0,252.0,2
8.0,9.0,5.0,8.0,9.0,17.0,4.0,214.0,72.0,3
6.0,3.0,8.0,6.0,5.0,5.0,5.0,396.0,144.0,3
2.0,12.0,4.0,1.0,4.0,4.0,6.0,454.0,240.0,3
16.0,11.0,8.0,15.0,13.0,10.0,10.0,13.0,8.0,3
18.0,15.0,10.0,8.0,8.0,16.0,16.0,13.0,5.0,3
18.0,11.0,9.0,12.0,12.0,15.0,5.0,163.0,27.0,4
19.0,16.0,13.0,15.0,16.0,19.0,14.0,0.0,0.0,4
12.0,6.0,12.0,16.0,13.0,13.0,12.0,69.0,47.0,4
24.0,14.0,19.0,20.0,18.0,23.0,13.0,68.0,21.0,4
16.0,12.0,7.0,10.0,8.0,8.0,16.0,13.0,5.0,4
14.0,14.0,10.0,8.0,15.0,13.0,10.0,13.0,8.0,4
1.0,2.0,1.0,1.0,2.0,4.0,2.0,498.0,256.0,1
3.0,4.0,2.0,3.0,1.0,6.0,1.0,454.0,214.0,2
2.0,3.0,2.0,5.0,3.0,3.0,3.0,498.0,242.0,2
5.0,1.0,3.0,4.0,3.0,2.0,1.0,396.0,252.0,3
7.0,5.0,6.0,9.0,7.0,6.0,7.0,214.0,142.0,3
9.0,9.0,7.0,14.0,6.0,11.0,9.0,68.0,47.0,3
6.0,8.0,6.0,8.0,6.0,5.0,5.0,396.0,144.0,3
4.0,1.0,4.0,4.0,1.0,4.0,4.0,454.0,240.0,3
24.0,14.0,20.0,19.0,20.0,18.0,23.0,68.0,21.0,4
21.0,14.0,15.0,18.0,17.0,17.0,16.0,0.0,0.0,4
19.0,13.0,14.0,14.0,20.0,17.0,13.0,0.0,0.0,4
18.0,12.0,16.0,13.0,15.0,16.0,19.0,0.0,0.0,4
13.0,9.0,13.0,12.0,16.0,13.0,13.0,69.0,47.0,4
16.0,11.0,21.0,7.0,10.0,8.0,8.0,13.0,5.0,4
7.0,7.0,12.0,11.0,16.0,10.0,10.0,44.0,32.0,4
11.0,13.0,8.0,7.0,14.0,6.0,11.0,68.0,47.0,4
2.0,4.0,2.0,2.0,3.0,1.0,6.0,454.0,214.0,1
5.0,3.0,4.0,3.0,4.0,3.0,2.0,396.0,252.0,2
1.0,1.0,1.0,1.0,1.0,2.0,4.0,498.0,256.0,2
6.0,2.0,3.0,2.0,5.0,3.0,3.0,498.0,242.0,3
3.0,5.0,5.0,4.0,4.0,1.0,4.0,454.0,240.0,3
4.0,2.0,9.0,6.0,8.0,6.0,5.0,396.0,144.0,3
23.0,5.0,7.0,6.0,9.0,7.0,6.0,214.0,142.0,3
8.0,6.0,5.0,5.0,8.0,9.0,17.0,214.0,72.0,3
19.0,13.0,18.0,16.0,13.0,15.0,16.0,0.0,0.0,4
14.0,8.0,13.0,12.0,11.0,16.0,10.0,44.0,32.0,4
23.0,6.0,23.0,20.0,19.0,20.0,18.0,68.0,21.0,4
18.0,7.0,17.0,13.0,12.0,16.0,13.0,69.0,47.0,4
11.0,11.0,15.0,21.0,7.0,10.0,8.0,13.0,5.0,3
5.0,3.0,7.0,9.0,6.0,8.0,6.0,396.0,144.0,3
6.0,1.0,2.0,4.0,3.0,4.0,3.0,396.0,252.0,3
3.0,12.0,1.0,2.0,2.0,3.0,1.0,454.0,214.0,3
1.0,2.0,5.0,5.0,4.0,4.0,1.0,454.0,240.0,2
22.0,15.0,21.0,23.0,20.0,19.0,20.0,68.0,21.0,4
18.0,21.0,19.0,14.0,14.0,20.0,17.0,0.0,0.0,4
17.0,17.0,14.0,18.0,16.0,13.0,15.0,0.0,0.0,4
15.0,9.0,7.0,15.0,21.0,7.0,10.0,13.0,5.0,4
12.0,6.0,17.0,9.0,12.0,12.0,15.0,163.0,27.0,4
2.0,2.0,2.0,5.0,5.0,4.0,4.0,454.0,240.0,1
5.0,7.0,5.0,2.0,4.0,3.0,4.0,396.0,252.0,2
3.0,3.0,4.0,1.0,2.0,2.0,3.0,454.0,214.0,2
4.0,8.0,4.0,3.0,2.0,5.0,3.0,498.0,242.0,3
6.0,10.0,6.0,7.0,9.0,6.0,8.0,396.0,144.0,3
24.0,12.0,12.0,17.0,13.0,12.0,16.0,69.0,47.0,4
9.0,13.0,11.0,8.0,7.0,14.0,6.0,68.0,47.0,3
16.0,14.0,15.0,13.0,12.0,11.0,16.0,44.0,32.0,3
7.0,4.0,10.0,7.0,6.0,9.0,7.0,214.0,142.0,3
12.0,14.0,12.0,12.0,17.0,13.0,12.0,69.0,47.0,4
10.0,7.0,6.0,5.0,5.0,8.0,9.0,214.0,72.0,4
19.0,18.0,17.0,14.0,18.0,16.0,13.0,0.0,0.0,4
20.0,19.0,18.0,19.0,14.0,14.0,20.0,0.0,0.0,4
14.0,13.0,12.0,10.0,8.0,15.0,13.0,13.0,8.0,4
15.0,16.0,13.0,17.0,9.0,12.0,12.0,163.0,27.0,3
2.0,2.0,4.0,4.0,3.0,2.0,5.0,498.0,242.0,1
1.0,1.0,3.0,1.0,1.0,1.0,2.0,498.0,256.0,2
3.0,5.0,3.0,4.0,1.0,2.0,2.0,454.0,214.0,2
5.0,3.0,2.0,5.0,2.0,4.0,3.0,396.0,252.0,3
13.0,11.0,15.0,7.0,15.0,21.0,7.0,13.0,5.0,4
8.0,12.0,8.0,11.0,8.0,7.0,14.0,68.0,47.0,3
6.0,6.0,6.0,10.0,7.0,6.0,9.0,214.0,142.0,3
16.0,10.0,10.0,15.0,13.0,12.0,11.0,44.0,32.0,3
7.0,15.0,5.0,6.0,7.0,9.0,6.0,396.0,144.0,3
20.0,4.0,20.0,15.0,18.0,17.0,17.0,0.0,0.0,4
7.0,5.0,7.0,6.0,10.0,7.0,6.0,165.0,89.0,4
17.0,15.0,6.0,4.0,10.0,3.0,1.0,10.0,5.0,3
12.0,4.0,4.0,2.0,5.0,2.0,4.0,375.0,257.0,3
5.0,5.0,1.0,4.0,4.0,3.0,2.0,650.0,258.0,3
1.0,2.0,1.0,2.0,5.0,5.0,4.0,497.0,227.0,2
6.0,1.0,2.0,3.0,1.0,1.0,1.0,650.0,392.0,2
2.0,6.0,3.0,3.0,4.0,1.0,2.0,497.0,270.0,1
12.0,5.0,5.0,5.0,6.0,7.0,9.0,375.0,118.0,4
19.0,17.0,10.0,13.0,17.0,9.0,12.0,73.0,37.0,4
20.0,16.0,14.0,20.0,15.0,18.0,17.0,0.0,0.0,4
24.0,15.0,16.0,17.0,14.0,18.0,16.0,0.0,0.0,4
2.0,2.0,1.0,3.0,3.0,4.0,1.0,497.0,270.0,4
7.0,12.0,12.0,7.0,6.0,10.0,7.0,165.0,89.0,4
22.0,10.0,12.0,14.0,11.0,7.0,14.0,27.0,0.0,4
5.0,1.0,2.0,2.0,3.0,1.0,1.0,650.0,392.0,4
8.0,6.0,5.0,4.0,2.0,5.0,2.0,375.0,257.0,1
1.0,8.0,3.0,1.0,2.0,5.0,5.0,497.0,227.0,2
4.0,4.0,4.0,1.0,4.0,4.0,3.0,650.0,258.0,3
10.0,14.0,7.0,6.0,4.0,10.0,3.0,10.0,5.0,3
3.0,9.0,15.0,6.0,5.0,5.0,8.0,165.0,76.0,3
18.0,16.0,18.0,16.0,17.0,14.0,18.0,0.0,0.0,4
22.0,5.0,22.0,12.0,14.0,11.0,7.0,27.0,0.0,4
20.0,21.0,17.0,14.0,20.0,15.0,18.0,0.0,0.0,4
19.0,9.0,16.0,10.0,13.0,17.0,9.0,73.0,37.0,4
4.0,10.0,5.0,7.0,6.0,4.0,10.0,10.0,5.0,4
12.0,6.0,15.0,5.0,5.0,6.0,7.0,375.0,118.0,4
5.0,4.0,14.0,1.0,3.0,3.0,4.0,497.0,270.0,2
7.0,1.0,3.0,3.0,1.0,2.0,5.0,497.0,227.0,2
6.0,3.0,4.0,4.0,1.0,4.0,4.0,650.0,258.0,3
11.0,2.0,11.0,2.0,2.0,3.0,1.0,650.0,392.0,3
1.0,5.0,13.0,12.0,7.0,6.0,10.0,165.0,89.0,1
14.0,16.0,6.0,17.0,16.0,13.0,16.0,73.0,2.0,3
9.0,7.0,1.0,5.0,4.0,2.0,5.0,375.0,257.0,3
3.0,10.0,9.0,10.0,15.0,13.0,12.0,44.0,30.0,3
20.0,5.0,21.0,22.0,12.0,14.0,11.0,27.0,0.0,4
23.0,7.0,19.0,17.0,14.0,20.0,15.0,0.0,0.0,4
4.0,7.0,2.0,14.0,1.0,3.0,3.0,497.0,270.0,4
16.0,15.0,23.0,18.0,16.0,17.0,14.0,0.0,0.0,4
11.0,6.0,14.0,5.0,7.0,6.0,4.0,10.0,5.0,2
3.0,8.0,4.0,4.0,4.0,1.0,4.0,650.0,258.0,3
5.0,5.0,1.0,13.0,12.0,7.0,6.0,165.0,89.0,3
1.0,4.0,5.0,11.0,2.0,2.0,3.0,650.0,392.0,1
2.0,3.0,3.0,3.0,3.0,1.0,2.0,497.0,227.0,3
9.0,1.0,9.0,1.0,5.0,4.0,2.0,375.0,257.0,3
22.0,6.0,10.0,15.0,6.0,5.0,5.0,165.0,76.0,3
14.0,2.0,13.0,15.0,5.0,5.0,6.0,375.0,118.0,3
22.0,11.0,20.0,21.0,22.0,12.0,14.0,27.0,0.0,4
21.0,19.0,19.0,19.0,17.0,14.0,20.0,0.0,0.0,4
18.0,11.0,18.0,16.0,10.0,13.0,17.0,73.0,37.0,4
19.0,7.0,17.0,23.0,18.0,16.0,17.0,0.0,0.0,4
16.0,6.0,9.0,13.0,15.0,5.0,5.0,375.0,118.0,4
10.0,3.0,18.0,2.0,14.0,1.0,3.0,497.0,270.0,3
24.0,2.0,8.0,3.0,3.0,3.0,1.0,497.0,227.0,3
6.0,7.0,5.0,1.0,13.0,12.0,7.0,165.0,89.0,3
7.0,1.0,1.0,5.0,11.0,2.0,2.0,650.0,392.0,3
9.0,10.0,10.0,9.0,10.0,15.0,13.0,44.0,30.0,3
4.0,1.0,2.0,14.0,5.0,7.0,6.0,10.0,5.0,2
2.0,5.0,7.0,9.0,1.0,5.0,4.0,375.0,257.0,2
11.0,4.0,4.0,4.0,4.0,4.0,1.0,650.0,258.0,4
12.0,3.0,9.0,18.0,2.0,14.0,1.0,497.0,270.0,4
19.0,10.0,18.0,19.0,19.0,17.0,14.0,0.0,0.0,4
17.0,14.0,16.0,17.0,23.0,18.0,16.0,0.0,0.0,4
5.0,2.0,2.0,7.0,9.0,1.0,5.0,375.0,257.0,2
2.0,11.0,7.0,5.0,1.0,13.0,12.0,165.0,89.0,2
9.0,1.0,6.0,1.0,5.0,11.0,2.0,650.0,392.0,3
3.0,6.0,8.0,8.0,3.0,3.0,3.0,497.0,227.0,3
1.0,4.0,11.0,4.0,4.0,4.0,4.0,650.0,258.0,1
8.0,3.0,3.0,2.0,14.0,5.0,7.0,10.0,5.0,3
7.0,4.0,15.0,9.0,13.0,15.0,5.0,375.0,118.0,3
21.0,16.0,14.0,18.0,19.0,19.0,17.0,0.0,0.0,4
18.0,5.0,17.0,18.0,16.0,10.0,13.0,73.0,37.0,4
17.0,16.0,13.0,16.0,17.0,23.0,18.0,0.0,0.0,4
10.0,1.0,16.0,9.0,18.0,2.0,14.0,497.0,270.0,4
8.0,18.0,7.0,14.0,12.0,7.0,10.0,69.0,27.0,4
2.0,1.0,5.0,8.0,8.0,3.0,3.0,497.0,227.0,1
1.0,2.0,4.0,6.0,1.0,5.0,11.0,650.0,392.0,3
3.0,3.0,3.0,2.0,7.0,9.0,1.0,375.0,257.0,3
4.0,3.0,1.0,11.0,4.0,4.0,4.0,650.0,258.0,3
12.0,5.0,9.0,3.0,2.0,14.0,5.0,10.0,5.0,3
11.0,7.0,5.0,10.0,9.0,10.0,15.0,44.0,30.0,3
6.0,6.0,6.0,15.0,9.0,13.0,15.0,375.0,118.0,3
5.0,11.0,2.0,7.0,5.0,1.0,13.0,165.0,89.0,3
16.0,19.0,18.0,13.0,16.0,17.0,23.0,0.0,0.0,4
13.0,5.0,10.0,6.0,15.0,9.0,13.0,375.0,118.0,4
21.0,12.0,19.0,20.0,21.0,22.0,12.0,27.0,0.0,4
22.0,24.0,15.0,22.0,21.0,21.0,21.0,0.0,0.0,4
20.0,15.0,19.0,17.0,18.0,16.0,10.0,73.0,37.0,4
2.0,4.0,1.0,5.0,8.0,8.0,3.0,497.0,227.0,4
14.0,20.0,7.0,6.0,17.0,16.0,13.0,73.0,2.0,3
9.0,6.0,16.0,16.0,9.0,18.0,2.0,497.0,270.0,3
10.0,14.0,11.0,7.0,14.0,12.0,7.0,69.0,27.0,3
6.0,7.0,6.0,2.0,7.0,5.0,1.0,165.0,89.0,3
19.0,3.0,7.0,1.0,11.0,4.0,4.0,650.0,258.0,3
12.0,17.0,10.0,10.0,15.0,6.0,5.0,165.0,76.0,2
5.0,3.0,8.0,9.0,3.0,2.0,14.0,10.0,5.0,2
11.0,2.0,5.0,3.0,2.0,7.0,9.0,375.0,257.0,1
11.0,6.0,6.0,6.0,2.0,7.0,5.0,165.0,89.0,4
19.0,17.0,14.0,18.0,13.0,16.0,17.0,0.0,0.0,4
20.0,16.0,21.0,14.0,18.0,19.0,19.0,0.0,0.0,4
21.0,11.0,17.0,19.0,20.0,21.0,22.0,27.0,0.0,4
17.0,6.0,9.0,5.0,10.0,9.0,10.0,44.0,30.0,4
1.0,1.0,1.0,5.0,3.0,2.0,7.0,375.0,257.0,2
4.0,2.0,4.0,4.0,6.0,1.0,5.0,650.0,392.0,2
5.0,5.0,16.0,10.0,6.0,15.0,9.0,375.0,118.0,3
6.0,8.0,2.0,8.0,9.0,3.0,2.0,10.0,5.0,3
2.0,3.0,4.0,7.0,1.0,11.0,4.0,650.0,258.0,1
8.0,4.0,19.0,1.0,5.0,8.0,8.0,497.0,227.0,3
14.0,10.0,12.0,10.0,12.0,15.0,9.0,10.0,5.0,4
16.0,4.0,8.0,16.0,16.0,9.0,18.0,497.0,270.0,3
3.0,9.0,3.0,10.0,10.0,15.0,6.0,165.0,76.0,3
24.0,16.0,18.0,15.0,22.0,21.0,21.0,0.0,0.0,4
22.0,18.0,18.0,21.0,14.0,18.0,19.0,0.0,0.0,4
23.0,14.0,20.0,17.0,19.0,20.0,21.0,27.0,0.0,4
16.0,5.0,17.0,14.0,18.0,13.0,16.0,0.0,0.0,4
14.0,19.0,10.0,7.0,6.0,17.0,16.0,73.0,2.0,4
18.0,10.0,13.0,19.0,17.0,18.0,16.0,73.0,37.0,4
1.0,1.0,2.0,1.0,5.0,3.0,2.0,375.0,257.0,1
6.0,5.0,10.0,8.0,16.0,16.0,9.0,497.0,270.0,2
10.0,6.0,5.0,2.0,8.0,9.0,3.0,10.0,5.0,2
12.0,11.0,11.0,9.0,5.0,10.0,9.0,44.0,30.0,3
2.0,3.0,3.0,4.0,4.0,6.0,1.0,650.0,392.0,3
13.0,2.0,4.0,16.0,10.0,6.0,15.0,375.0,118.0,4
3.0,9.0,7.0,3.0,10.0,10.0,15.0,165.0,76.0,3
8.0,6.0,1.0,4.0,7.0,1.0,11.0,650.0,258.0,3
4.0,13.0,12.0,12.0,10.0,12.0,15.0,10.0,5.0,3
21.0,8.0,15.0,6.0,6.0,2.0,7.0,165.0,89.0,3
19.0,14.0,19.0,17.0,14.0,18.0,13.0,0.0,0.0,4
15.0,11.0,4.0,11.0,9.0,5.0,10.0,44.0,30.0,4
22.0,17.0,22.0,18.0,21.0,14.0,18.0,0.0,0.0,4
23.0,7.0,21.0,20.0,17.0,19.0,20.0,27.0,0.0,4
20.0,12.0,16.0,13.0,19.0,17.0,18.0,73.0,37.0,4
12.0,7.0,7.0,11.0,7.0,14.0,12.0,69.0,27.0,4
13.0,9.0,10.0,15.0,6.0,6.0,2.0,165.0,89.0,3
7.0,6.0,12.0,4.0,16.0,10.0,6.0,375.0,118.0,3
11.0,5.0,8.0,1.0,4.0,7.0,1.0,650.0,258.0,3
9.0,17.0,17.0,10.0,7.0,6.0,17.0,73.0,2.0,3
4.0,1.0,2.0,10.0,8.0,16.0,16.0,497.0,270.0,3
6.0,3.0,1.0,2.0,1.0,5.0,3.0,375.0,257.0,3
3.0,2.0,5.0,3.0,4.0,4.0,6.0,650.0,392.0,3
5.0,2.0,3.0,5.0,2.0,8.0,9.0,10.0,5.0,2
1.0,4.0,8.0,19.0,1.0,5.0,8.0,497.0,227.0,1
10.0,6.0,9.0,12.0,12.0,10.0,12.0,10.0,5.0,4
20.0,18.0,21.0,22.0,18.0,21.0,14.0,0.0,0.0,4
18.0,15.0,17.0,19.0,17.0,14.0,18.0,0.0,0.0,4
21.0,11.0,22.0,21.0,20.0,17.0,19.0,27.0,0.0,4
19.0,9.0,19.0,16.0,13.0,19.0,17.0,73.0,37.0,4
2.0,12.0,18.0,4.0,11.0,9.0,5.0,44.0,30.0,4
23.0,6.0,10.0,10.0,15.0,6.0,6.0,165.0,89.0,4
1.0,3.0,6.0,2.0,10.0,8.0,16.0,497.0,270.0,1
10.0,1.0,4.0,5.0,3.0,4.0,4.0,650.0,392.0,2
3.0,1.0,2.0,3.0,5.0,2.0,8.0,10.0,5.0,2
11.0,14.0,11.0,9.0,12.0,12.0,10.0,10.0,5.0,3
14.0,8.0,9.0,12.0,4.0,16.0,10.0,375.0,118.0,3
17.0,13.0,7.0,17.0,10.0,7.0,6.0,73.0,2.0,4
13.0,5.0,7.0,7.0,3.0,10.0,10.0,165.0,76.0,3
9.0,11.0,12.0,7.0,11.0,7.0,14.0,69.0,27.0,3
12.0,2.0,8.0,8.0,1.0,4.0,7.0,650.0,258.0,3
5.0,1.0,2.0,4.0,5.0,3.0,4.0,650.0,392.0,4
24.0,7.0,4.0,11.0,9.0,12.0,12.0,10.0,5.0,4
11.0,6.0,6.0,8.0,8.0,1.0,4.0,650.0,258.0,4
21.0,20.0,23.0,18.0,15.0,22.0,21.0,0.0,0.0,4
23.0,14.0,18.0,22.0,21.0,20.0,17.0,27.0,0.0,4
19.0,15.0,15.0,21.0,22.0,18.0,21.0,0.0,0.0,4
18.0,13.0,14.0,19.0,16.0,13.0,19.0,73.0,37.0,4
17.0,13.0,17.0,17.0,19.0,17.0,14.0,0.0,0.0,4
22.0,11.0,13.0,16.0,12.0,1.0,8.0,5.0,1.0,4
1.0,4.0,1.0,8.0,19.0,1.0,5.0,497.0,227.0,1
10.0,3.0,5.0,1.0,2.0,1.0,5.0,375.0,257.0,2
3.0,6.0,5.0,9.0,12.0,4.0,16.0,375.0,118.0,3
7.0,3.0,3.0,2.0,3.0,5.0,2.0,10.0,5.0,3
6.0,5.0,11.0,10.0,10.0,15.0,6.0,165.0,89.0,3
9.0,8.0,10.0,12.0,7.0,11.0,7.0,69.0,27.0,3
13.0,9.0,12.0,7.0,17.0,10.0,7.0,73.0,2.0,3
4.0,5.0,7.0,7.0,7.0,3.0,10.0,165.0,76.0,3
11.0,10.0,21.0,4.0,11.0,9.0,12.0,10.0,5.0,4
19.0,16.0,14.0,17.0,17.0,19.0,17.0,0.0,0.0,4
22.0,15.0,10.0,12.0,7.0,17.0,10.0,73.0,2.0,4
17.0,14.0,13.0,18.0,4.0,11.0,9.0,44.0,30.0,4
18.0,17.0,15.0,14.0,19.0,16.0,13.0,73.0,37.0,4
20.0,2.0,17.0,15.0,21.0,22.0,18.0,0.0,0.0,4
3.0,1.0,22.0,2.0,4.0,5.0,3.0,650.0,392.0,1
4.0,2.0,1.0,6.0,2.0,10.0,8.0,497.0,270.0,2
5.0,4.0,3.0,5.0,1.0,2.0,1.0,375.0,257.0,2
6.0,6.0,8.0,10.0,12.0,7.0,11.0,69.0,27.0,3
7.0,3.0,20.0,6.0,8.0,8.0,1.0,650.0,258.0,4
12.0,10.0,5.0,3.0,2.0,3.0,5.0,10.0,5.0,3
13.0,9.0,4.0,5.0,9.0,12.0,4.0,375.0,118.0,3
10.0,7.0,7.0,11.0,10.0,10.0,15.0,165.0,89.0,3
16.0,16.0,18.0,10.0,12.0,7.0,17.0,73.0,2.0,4
20.0,11.0,18.0,18.0,22.0,21.0,20.0,27.0,0.0,4
22.0,9.0,19.0,15.0,14.0,19.0,16.0,73.0,37.0,4
18.0,20.0,12.0,17.0,15.0,21.0,22.0,0.0,0.0,4
17.0,18.0,15.0,14.0,17.0,17.0,19.0,0.0,0.0,4
23.0,6.0,6.0,7.0,7.0,7.0,3.0,165.0,76.0,4
11.0,12.0,4.0,8.0,10.0,12.0,7.0,69.0,27.0,4
1.0,3.0,1.0,22.0,2.0,4.0,5.0,650.0,392.0,1
10.0,7.0,8.0,4.0,5.0,9.0,12.0,375.0,118.0,2
8.0,1.0,2.0,1.0,6.0,2.0,10.0,497.0,270.0,3
9.0,5.0,1.0,1.0,8.0,19.0,1.0,497.0,227.0,3
3.0,13.0,13.0,13.0,18.0,4.0,11.0,44.0,30.0,2
12.0,14.0,11.0,13.0,16.0,12.0,1.0,5.0,1.0,3
2.0,4.0,11.0,20.0,6.0,8.0,8.0,650.0,258.0,3
7.0,4.0,6.0,5.0,3.0,2.0,3.0,10.0,5.0,3
